feature,changed_feature
it is associated with weddings,is associated with weddings
it is made of metals,is made of metals
it has crystals,has crystals
it is associated with christmas,is associated with christmas
it is associated with royalty,is associated with royalty
it is used to decorate,is used to decorate
it has a chain to hang from the ceiling,has a chain to hang from the ceiling
it is yellow,is yellow
it is made of milk,is made of milk
it is a dairy product,is a dairy product
it has holes,has holes
it is hard,is hard
it has a rind,has a rind
it is made of milk curds,is made of milk curds
it is made of milk curdling,is made of milk curdling
it is made of milk curdling agent,is made of milk curdling agent
it has a tail,has a tail
it is a cat,is a cat
it is big,is big
it is a big cat,is a big cat
it eats meat,eats meat
it is a predator,is a predator
it is a carnivore,is a carnivore
it has spots,has spots
it is fast,is fast
it has claws,has claws
it is a mammal,is a mammal
it lives in africa,lives in africa
it has teeth,has teeth
it is a fruit,is a fruit
it has a stone,has a stone
it has a pit,has a pit
it is red,is red
it is round,is round
it is sweet,is sweet
it is sour,is sour
it is small,is small
it has juice,has juice
it is eaten,is eaten
it eats,eats
it eats nuts,eats nuts
it is a rodent,is a rodent
it is cute,is cute
it has a striped tail,has a striped tail
it has a long tail,has a long tail
it is a pet,is a pet
it is a tree climber,is a tree climber
it has a bushy tail,has a bushy tail
it has a long body,has a long body
it has stripes,has stripes
it is a tool,is a tool
it is used by carpenters,is used by carpenters
it has a blade,has a blade
it is flat,is flat
it has a handle,has a handle
it is made of metal,is made of metal
it is used to cut wood,is used to cut wood
it is brown,is brown
it is rolled,is rolled
it is made of tobacco,is made of tobacco
it has a wrapper,has a wrapper
it burns,burns
it has a filter,has a filter
it is smoked by people,is smoked by people
it is associated with cowboys,is associated with cowboys
it is smoked,is smoked
it is a drug,is a drug
it is a stimulant,is a stimulant
it is a habit,is a habit
it is addictive,is addictive
it is harmful to health,is harmful to health
it has nicotine,has nicotine
it has tar,has tar
it is a mollusk,is a mollusk
it lives in water,lives in water
it is edible,is edible
it has a shell,has a shell
it is a filter feeder,is a filter feeder
it has gills,has gills
it has a mantle,has a mantle
it is musical,is musical
it is an instrument,is an instrument
it is a musical instrument,is a musical instrument
it is used by musicians,is used by musicians
it has holes,has holes
it has keys,has keys
it produces sound,produces sound
it is made of wood,is made of wood
it is long,is long
it has sleeves,has sleeves
it is worn over clothes,is worn over clothes
it is made of wool,is made of wool
it has a hood,has a hood
it is associated with wizards,is associated with wizards
it is black,is black
it is worn in cold weather,is worn in cold weather
it is a timepiece,is a timepiece
it has hands,has hands
it has a face,has a face
it has numbers,has numbers
it has a pendulum,has a pendulum
it has a battery,has a battery
it is made of plastic,is made of plastic
it has a dial,has a dial
it is used to tell time,is used to tell time
it is used in houses,is used in houses
it has hands,has hands
it is made of metal,is made of metal
it is made of cloth,is made of cloth
it has buttons,has buttons
it has a collar,has a collar
it has pockets,has pockets
it is warm,is warm
it is long,is long
it is loose,is loose
it is associated with winter,is associated with winter
it has a hood,has a hood
it is an insect,is an insect
it has wings,has wings
it is black,is black
it lives in sewers,lives in sewers
it has antennae,has antennae
it is hairy,is hairy
it has six legs,has six legs
it is brown,is brown
it can fly,can fly
it can live without food for a long time,can live without food for a long time
it eats garbage,eats garbage
it is a fruit,is a fruit
it is brown,is brown
it is round,is round
it is hard,is hard
it has a hairy surface,has a hairy surface
it has a husk,has a husk
it is edible,is edible
it is a small piece of metal,is a small piece of metal
it is flat,is flat
it has a hole in the middle,has a hole in the middle
it is round,is round
it is a token,is a token
it has a value,has a value
it is made from gold,is made from gold
it is used by people,is used by people
it is made of plastic,is made of plastic
it is rectangular,is rectangular
it has teeth,has teeth
it has a handle,has a handle
it is thin,is thin
it is made of wood,is made of wood
it is used to seal a bottle,is used to seal a bottle
it is a type of stopper,is a type of stopper
it is a type of plug,is a type of plug
it has a flat shape,has a flat shape
it floats,floats
it is made from bark,is made from bark
it is used to stop liquid from coming out,is used to stop liquid from coming out
it has a hole in the middle,has a hole in the middle
it is a tool,is a tool
it has a handle,has a handle
it is used to remove corks,is used to remove corks
it has a spiral design,has a spiral design
it has a point,has a point
it is made of metal,is made of metal
it is used to open bottles,is used to open bottles
it has a long handle,has a long handle
it has a small hole,has a small hole
it is a vegetable,is a vegetable
it is yellow,is yellow
it is grown in fields,is grown in fields
it has kernels,has kernels
it has leaves,has leaves
it is associated with harvest,is associated with harvest
it is edible,is edible
it grows on stalks,grows on stalks
it is a farm animal,is a farm animal
it has a tail,has a tail
it has horns,has horns
it has a head,has a head
it has legs,has legs
it is a mammal,is a mammal
it eats grass,eats grass
it produces milk,produces milk
it is used for meat,is used for meat
it lives in water,lives in water
it is a crustacean,is a crustacean
it has claws,has claws
it has eyes,has eyes
it has legs,has legs
it is an animal,is an animal
it is red,is red
it is small,is small
it is a drawing tool,is a drawing tool
it is used by children,is used by children
it has a sharpener,has a sharpener
it is made of wax,is made of wax
it has a wrapper,has a wrapper
it is colourful,is colourful
it is used for writing,is used for writing
it comes in different colours,comes in different colours
it has a tip,has a tip
it is a weapon,is a weapon
it shoots arrows,shoots arrows
it is made of wood,is made of wood
it has a string,has a string
it has a trigger,has a trigger
it has a bow,has a bow
it is made of metal,is made of metal
it has a handle,has a handle
it is used in wars,is used in wars
it is used to pry things,is used to pry things
it is used to break into places,is used to break into places
it is made of metal,is made of metal
it has a handle,has a handle
it has a pointed tip,has a pointed tip
it is strong,is strong
it is green,is green
it is long,is long
it has seeds,has seeds
it is a vegetable,is a vegetable
it has a skin,has a skin
it is cold,is cold
it is juicy,is juicy
it is used for salads,is used for salads
it is associated with summer,is associated with summer
