feature,changed_feature
it is held under the chin and it is associated with classical music,it is associated with classical music
it has a special power and it is associated with magic,it has a special power
it has a special power and it is associated with magic,it is associated with magic
it is yellow and black,it is yellow
it is yellow and black,it is black
it has a body and it flies,it has a body
it has a body and it flies,it flies
it lives in the ocean and it is big,it lives in the ocean
it lives in the ocean and it is big,it is big
it has a flat surface and it is used for spinning,it has a flat surface
it has a flat surface and it is used for spinning,it is used for spinning
it is used for carrying soil and it has a flat bottom,it is used for carrying soil
it is used for carrying soil and it has a flat bottom,it has a flat bottom
it is associated with horses and it is used for discipline,it is associated with horses
it is associated with horses and it is used for discipline,it is used for discipline
it is blown into and it has a mouthpiece,it is blown into
it is blown into and it has a mouthpiece,it has a mouthpiece
it is segmented and it has no legs,it is segmented
it is segmented and it has no legs,it has no legs
it is blue and it is associated with water,it is blue
it is blue and it is associated with water,it is associated with water
it is black and white,it is black
it is black and white,it is white
it has ears and it has teeth,it has ears
it has ears and it has teeth,it has teeth
it has hooves and it eats grass,it has hooves
it has hooves and it eats grass,it eats grass
it is associated with eggs and chicken nuggets,it is associated with eggs and chicken nuggets
it is associated with eggs and chicken nuggets,it is associated with eggs and chicken nuggets
it is associated with farms and farms are where they live,it is associated with farms and farms are where they live
it is associated with farms and farms are where they live,it is associated with farms and farms are where they live
it has a nose and it is small,it has a nose
it has a nose and it is small,it is small
it has a hole for air to go in and out,it has a hole for air to go in and out
it has a hole for air to go in and out,it has a hole for air to go in and out
it produces smoke and it is associated with tobacco,it produces smoke
it produces smoke and it is associated with tobacco,it is associated with tobacco
it has a head and it is used to clean,it has a head
it has a head and it is used to clean,it is used to clean
it can be used to fly and it has a logo,it can be used to fly
it can be used to fly and it has a logo,it has a logo
it is flat and it is soft,it is flat
it is flat and it is soft,it is soft
it has a head and it has a handle,it has a head
it has a head and it has a handle,it has a handle
it is associated with dinner and it has a rim,it is associated with dinner
it is associated with dinner and it has a rim,it has a rim
it has a front and a back,it has a front and a back
it has a front and a back,it has a front and a back
it is made of metal and it moves,it is made of metal
it is made of metal and it moves,it moves
it is played by pressing buttons and it has a bellows,it is played by pressing buttons
it is played by pressing buttons and it has a bellows,it has a bellows
