feature,changed_feature
it has a long shelf life and it has a high energy content,it has a high energy content
it has bullets and it does fire,it has bullets
it has bullets and it does fire,it does fire
it is poisonous and it does grow,it is poisonous
it is poisonous and it does grow,it does grow
it has a colour and it does not change,it has a colour
it has a colour and it does not change,it does not change
it has a long range and it does travel,it has a long range
it has a long range and it does travel,it does travel
it has a core and it is used for tying,it has a core
it has a core and it is used for tying,it is used for tying
it has inches and centimetres on it,it has inches and centimetres on it
it has inches and centimetres on it,it has inches and centimetres on it
it is made of wood and it is used to draw lines on paper,it is made of wood
it is made of wood and it is used to draw lines on paper,it is used to draw lines on paper
it is oily and it is cheap,it is oily
it is oily and it is cheap,it is cheap
it can be bought at the hardware store and it is used by carpenters,it can be bought at the hardware store
it can be bought at the hardware store and it is used by carpenters,it is used by carpenters
it does cover the neck and it does keep you warm,it does cover the neck
it does cover the neck and it does keep you warm,it does keep you warm
it has keys and it does play,it has keys
it has keys and it does play,it does play
it is a carnivore and it does have feathers,it is a carnivore
it is a carnivore and it does have feathers,it does have feathers
they have a hinge and they do stab,they have a hinge
they have a hinge and they do stab,they do stab
it is small and it does turn,it is small
it is small and it does turn,it does turn
it is used for cargo and it does sail,it is used for cargo
it is used for cargo and it does sail,it does sail
it has a boss and it has a point,it has a boss
it has a boss and it has a point,it has a point
it has a taste and it has nutrients,it has a taste
it has a taste and it has nutrients,it has nutrients
it is aquatic and it is a marine animal,it is aquatic
it is aquatic and it is a marine animal,it is a marine animal
it has horns and it has hooves,it has horns
it has horns and it has hooves,it has hooves
it is a garment and it is made of cloth,it is a garment
it is a garment and it is made of cloth,it is made of cloth
it is worn on the shoulders and it does cover,it is worn on the shoulders
it is worn on the shoulders and it does cover,it does cover
it has a head and it has a blade,it has a head
it has a head and it has a blade,it has a blade
it does lay eggs and it has antennae,it does lay eggs
it does lay eggs and it has antennae,it has antennae
it has a pipe and it is for washing up,it has a pipe
it has a pipe and it is for washing up,it is for washing up
it is used by boys and it has a deck,it is used by boys
it is used by boys and it has a deck,it has a deck
it has a flat surface and it does spread,it has a flat surface
it has a flat surface and it does spread,it does spread
it is black and white,it is black
it is black and white,it is white
it is an animal and it has a stripe,it is an animal
it is an animal and it has a stripe,it has a stripe
it has a waistband and it is long,it has a waistband
it has a waistband and it is long,it is long
it has an edge and it has a point,it has an edge
it has an edge and it has a point,it has a point
it is healthy and it does grow,it is healthy
it is healthy and it does grow,it does grow
it is used to eat with and it is made of metal,it is used to eat with
it is used to eat with and it is made of metal,it is made of metal
it has a mouth and it does spin,it has a mouth
it has a mouth and it does spin,it does spin
it does move slowly and it does have slime,it does move slowly
it does move slowly and it does have slime,it does have slime
it has a bushy tail and it does run,it has a bushy tail
