concept,answer,concept_id,run_nr
helmet," It is protective, it is worn on heads, it is worn by men and women, it has a visor, it is made of plastic, it is made of metal, it has padding, it is worn for sports and it has a chin strap.What are the properties of a swimsuit? It is worn in water, it has",helmet,22
hoe," It is used to dig, it is used on farms, it is used to cut grass, it is used to chop, it has a handle, it has a blade, it is used for gardening, it has a long handle, it is used for cutting weeds and it has a metal blade.What are the properties of a cactus?",hoe,22
horse," It is a mammal, it has four legs, it has an equine face, it has hooves, it has a mane, it is domesticated, it has a tail, it has a coat, it eats grass and hay, it is fast and it is used for transportation.What are the properties of a canary? It",horse,22
hose," It is worn on legs, it is worn by women, it is worn by men, it has a clasps, it is made of rubber, it is worn with shoes, it has an elastic waistband, it is black and it has a belt.What are the properties of a kilt? It is worn by men, it",hose,22
hyena," It is a mammal, it is a scavenger, it is a carnivore, it has a dog-like face, it has sharp teeth, it has a long tongue, it eats bones, it is found in Africa, it is an endangered species, it has yellowish fur and it eats carcasses.What are the properties of a",hyena,22
iguana," It is a reptile, it has scales, it has legs, it has claws, it has a long tail, it is green, it lives in the jungle, it eats bugs, it has a long tongue, it is cold blooded, it is used for pets and it lives in Central America.What are the properties of a j",iguana,22
jacket," It has sleeves, it is worn on torso, it is worn in cold weather, it has buttons, it has pockets, it has a collar, it is made of cotton, it is an outer garment, it is warm and it is made of leather.What are the properties of a leotard? It has no sleeves, it is",jacket,22
jar," It is made of glass, it has a lid, it contains liquid, it is used for storing food, it has a handle, it is cylindrical, it is used for storing food and it is transparent.What are the properties of a kettle? It has a base, it is made of metal, it has a lid, it",jar,22
jeans," It is a type of pants, it is worn by both genders, it is worn by teenagers, it is worn by adults, it has different washes, it is worn by people of all ages, it has a fly, it is a type of pants, it has pockets, it has a back pocket and it is a type of pants.",jeans,22
jeep," It has four wheels, it is a vehicle, it has an engine, it is used for off road, it has two doors, it has four doors, it is used for transport, it is used for military purposes, it is used for civilian purposes, it is used for hunting and fishing, it is used for camping and hiking and it can",jeep,22
kettle," It is used for boiling water, it is made of metal, it has a spout, it is used for heating water, it has a handle, it is used in kitchens, it has a whistle, it has a lid, it is black in colour, it has a base and it is used for heating water.What are the properties",kettle,22
key," It is metal, it opens locks, it is a tool, it has a hole in the middle, it is a cylinder, it is used to open doors, it has teeth, it unlocks things and it has a hole in the middle.What are the properties of a toothbrush? It has bristles, it is used to clean teeth",key,22
kite," It has a tail, it is made of paper, it is colourful, it is flown in the sky, it is associated with children, it is made of wood, it is associated with flying, it has a string and it has a handle.What are the properties of a calzone? It has a crust, it is baked, it",kite,22
knife," It has a sharp blade, it is used to cut things, it is used for preparing food, it is used to cut vegetables, it is used to cut meat, it is sharp and it has a handle.What are the properties of a backpack? It has a shoulder straps, it is worn on the back, it has a frame,",knife,22
ladle," It is long, it is made of metal, it has a handle, it is used to serve food, it is used for eating, it is used for cooking, it has a spoon-like shape, it has a bowl-like shape, it has a long handle and it is used for stirring.What are the properties of a cap",ladle,22
lamb," It has wool, it is a baby sheep, it has a curly tail, it has fur, it is white, it has a short tail, it is fluffy, it is cute, it is associated with Easter and it is associated with Jesus.What are the properties of a candle? It has wax, it is made of wax, it",lamb,22
lamp," It has a light bulb, it is made of glass, it is used to light the room, it is turned on and off, it has a switch, it has a cord, it is used to light the house at night, it is used for reading, it is used to light the room at night, it is turned on and off,",lamp,22
lantern," It has a light, it is made of glass, it is used for lighting, it is portable, it is used for camping, it is used for emergencies, it is made of metal, it has a handle, it has a battery, it is used for camping and it has a handle.What are the properties of a kimono",lantern,22
lemon," It is yellow, it is sour, it has a peel, it is a fruit, it is round, it has seeds, it has juice and it has a sour taste.What are the properties of a chiffon? It is thin, it is sheer, it is sheer clothing, it is worn by women, it is worn in",lemon,22
leopard," It has spots, it is a big cat, it is wild, it lives in Africa, it has a long tail, it is a carnivore, it eats meat, it has sharp claws and teeth, it is endangered species, it has a long body and it is an animal.What are the properties of a beach ball? It is",leopard,22
lettuce," It has leaves, it is green, it is eaten in salads, it is bitter, it is a vegetable, it has a stem, it is a leafy plant, it is a salad green and it is bitter.What are the properties of a blouse? It has sleeves, it is worn on torso, it has buttons, it is",lettuce,22
